
============================================================
Request 1/5
Prompt: Explain the concept of recursion in programming in 3 sentences.
============================================================
Token 1: '<think>' | Latency: 260.42ms
Token 901: ' n' | Latency: 7.29ms
Token 902: ' approaches' | Latency: 7.32ms
Token 903: ' infinity' | Latency: 7.79ms
Token 904: ',' | Latency: 7.08ms
Token 905: ' helping' | Latency: 7.13ms
Token 906: ' to' | Latency: 7.15ms
Token 907: ' understand' | Latency: 7.12ms
Token 908: ' scalability' | Latency: 7.17ms
Token 909: ' and' | Latency: 7.12ms
Token 910: ' efficiency' | Latency: 7.22ms
Token 911: ' for' | Latency: 7.17ms
Token 912: ' large' | Latency: 7.23ms
Token 913: ' datasets' | Latency: 7.40ms
Token 914: '.

' | Latency: 7.85ms
Token 915: '###' | Latency: 7.68ms
Token 916: ' Examples' | Latency: 7.21ms
Token 917: ':
' | Latency: 7.20ms
Token 918: '-' | Latency: 7.22ms
Token 919: ' **' | Latency: 7.19ms
Token 920: 'O' | Latency: 7.24ms
Token 921: '(n' | Latency: 7.19ms
Token 922: ')**' | Latency: 7.43ms
Token 923: ':' | Latency: 7.75ms
Token 924: ' Linear' | Latency: 7.17ms
Token 925: ' time' | Latency: 7.15ms
Token 926: ' complexity' | Latency: 7.22ms
Token 927: '.' | Latency: 7.19ms
Token 928: ' The' | Latency: 7.22ms
Token 929: ' running' | Latency: 7.19ms
Token 930: ' time' | Latency: 7.22ms
Token 931: ' grows' | Latency: 7.15ms
Token 932: ' proportion' | Latency: 7.23ms
Token 933: 'ally' | Latency: 7.15ms
Token 934: ' with' | Latency: 7.21ms
Token 935: ' the' | Latency: 7.83ms
Token 936: ' input' | Latency: 7.85ms
Token 937: ' size' | Latency: 7.70ms
Token 938: '.' | Latency: 7.15ms
Token 939: ' Example' | Latency: 7.78ms
Token 940: ':' | Latency: 7.75ms
Token 941: ' Searching' | Latency: 7.12ms
Token 942: ' for' | Latency: 7.18ms
Token 943: ' an' | Latency: 7.80ms
Token 944: ' element' | Latency: 7.76ms
Token 945: ' in' | Latency: 7.07ms
Token 946: ' an' | Latency: 7.17ms
Token 947: ' un' | Latency: 7.13ms
Token 948: 'sorted' | Latency: 8.18ms
Token 949: ' list' | Latency: 7.61ms
Token 950: '.
' | Latency: 7.10ms
Token 951: '-' | Latency: 7.13ms
Token 952: ' **' | Latency: 8.08ms
Token 953: 'O' | Latency: 7.65ms
Token 954: '(log' | Latency: 7.08ms
Token 955: ' n' | Latency: 7.16ms
Token 956: ')**' | Latency: 7.71ms
Token 957: ':' | Latency: 7.64ms
Token 958: ' Log' | Latency: 7.12ms
Token 959: 'arith' | Latency: 7.12ms
Token 960: 'mic' | Latency: 7.17ms
Token 961: ' time' | Latency: 7.83ms
Token 962: ' complexity' | Latency: 7.52ms
Token 963: '.' | Latency: 7.21ms
Token 964: ' The' | Latency: 7.21ms
Token 965: ' running' | Latency: 8.19ms
Token 966: ' time' | Latency: 7.78ms
Token 967: ' grows' | Latency: 7.61ms
Token 968: ' much' | Latency: 7.14ms
Token 969: ' slower' | Latency: 7.11ms
Token 970: ' as' | Latency: 7.14ms
Token 971: ' n' | Latency: 7.10ms
Token 972: ' increases' | Latency: 7.19ms
Token 973: ',' | Latency: 8.02ms
Token 974: ' often' | Latency: 7.77ms
Token 975: ' seen' | Latency: 7.05ms
Token 976: ' in' | Latency: 7.16ms
Token 977: ' efficient' | Latency: 7.12ms
Token 978: ' algorithms' | Latency: 7.14ms
Token 979: ' like' | Latency: 7.08ms
Token 980: ' binary' | Latency: 7.17ms
Token 981: ' search' | Latency: 7.12ms
Token 982: '.
' | Latency: 7.13ms
Token 983: '-' | Latency: 7.12ms
Token 984: ' **' | Latency: 7.19ms
Token 985: 'O' | Latency: 7.15ms
Token 986: '(n' | Latency: 8.08ms
Token 987: '^' | Latency: 7.63ms
Token 988: '2' | Latency: 7.12ms
Token 989: ')**' | Latency: 7.08ms
Token 990: ':' | Latency: 8.00ms
Token 991: ' Quadr' | Latency: 7.71ms
Token 992: 'atic' | Latency: 7.10ms
Token 993: ' time' | Latency: 7.06ms
Token 994: ' complexity' | Latency: 7.15ms
Token 995: '.' | Latency: 7.08ms
Token 996: ' Common' | Latency: 7.15ms
Token 997: 'ly' | Latency: 7.09ms
Token 998: ' found' | Latency: 7.99ms
Token 999: ' in' | Latency: 7.54ms
Token 1000: ' nested' | Latency: 7.14ms
Token 1001: ' loop' | Latency: 7.11ms
Token 1002: ' structures' | Latency: 7.99ms
Token 1003: ',' | Latency: 7.57ms
Token 1004: ' such' | Latency: 7.14ms
Token 1005: ' as' | Latency: 7.11ms
Token 1006: ' simple' | Latency: 8.04ms
Token 1007: ' matrix' | Latency: 7.66ms
Token 1008: ' multiplication' | Latency: 7.09ms
Token 1009: '.

' | Latency: 7.08ms
Token 1010: '###' | Latency: 7.98ms
Token 1011: ' Importance' | Latency: 7.92ms
Token 1012: ':
' | Latency: 7.80ms
Token 1013: '1' | Latency: 9.12ms
Token 1014: '.' | Latency: 7.82ms
Token 1015: ' **' | Latency: 7.64ms
Token 1016: 'Algorithm' | Latency: 7.10ms
Token 1017: ' Selection' | Latency: 7.10ms
Token 1018: '**:' | Latency: 7.19ms
Token 1019: ' Helps' | Latency: 7.12ms
Token 1020: ' choose' | Latency: 7.22ms
Token 1021: ' the' | Latency: 7.18ms
Token 1022: ' most' | Latency: 8.10ms
Token 1023: ' efficient' | Latency: 7.76ms
Token 1024: ' algorithm' | Latency: 7.17ms
Token 1025: ' for' | Latency: 7.12ms
Token 1026: ' a' | Latency: 7.25ms
Token 1027: ' specific' | Latency: 7.12ms
Token 1028: ' task' | Latency: 7.89ms
Token 1029: ',' | Latency: 7.71ms
Token 1030: ' especially' | Latency: 7.33ms
Token 1031: ' crucial' | Latency: 7.37ms
Token 1032: ' for' | Latency: 7.88ms
Token 1033: ' handling' | Latency: 7.08ms
Token 1034: ' large' | Latency: 7.27ms
Token 1035: ' datasets' | Latency: 7.85ms
Token 1036: '.
' | Latency: 7.89ms
Token 1037: '2' | Latency: 7.13ms
Token 1038: '.' | Latency: 7.27ms
Token 1039: ' **' | Latency: 7.38ms
Token 1040: 'Resource' | Latency: 7.89ms
Token 1041: ' Optimization' | Latency: 7.12ms
Token 1042: '**:' | Latency: 7.23ms
Token 1043: ' Guides' | Latency: 8.02ms
Token 1044: ' developers' | Latency: 8.11ms
Token 1045: ' in' | Latency: 7.74ms
Token 1046: ' optimizing' | Latency: 7.10ms
Token 1047: ' code' | Latency: 7.36ms
Token 1048: ' to' | Latency: 7.94ms
Token 1049: ' use' | Latency: 8.09ms
Token 1050: ' resources' | Latency: 8.18ms
Token 1051: ' like' | Latency: 7.60ms
Token 1052: ' CPU' | Latency: 7.67ms
Token 1053: ' and' | Latency: 7.03ms
Token 1054: ' memory' | Latency: 7.15ms
Token 1055: ' efficiently' | Latency: 7.84ms
Token 1056: ' without' | Latency: 7.86ms
Token 1057: ' performance' | Latency: 7.70ms
Token 1058: ' degradation' | Latency: 7.14ms
Token 1059: '.
' | Latency: 7.35ms
Token 1060: '3' | Latency: 8.45ms
Token 1061: '.' | Latency: 7.33ms
Token 1062: ' **' | Latency: 7.25ms
Token 1063: 'Sc' | Latency: 7.07ms
Token 1064: 'al' | Latency: 7.28ms
Token 1065: 'ability' | Latency: 7.14ms
Token 1066: '**:' | Latency: 7.27ms
Token 1067: ' Ens' | Latency: 7.80ms
Token 1068: 'ures' | Latency: 7.87ms
Token 1069: ' algorithms' | Latency: 7.10ms
Token 1070: ' can' | Latency: 7.20ms
Token 1071: ' handle' | Latency: 7.34ms
Token 1072: ' increasing' | Latency: 7.83ms
Token 1073: ' input' | Latency: 7.51ms
Token 1074: ' sizes' | Latency: 7.28ms
Token 1075: ' effectively' | Latency: 7.42ms
Token 1076: ',' | Latency: 7.94ms
Token 1077: ' which' | Latency: 7.69ms
Token 1078: ' is' | Latency: 7.86ms
Token 1079: ' vital' | Latency: 7.66ms
Token 1080: ' for' | Latency: 7.86ms
Token 1081: ' applications' | Latency: 7.69ms
Token 1082: ' expecting' | Latency: 7.74ms
Token 1083: ' significant' | Latency: 7.17ms
Token 1084: ' data' | Latency: 7.74ms
Token 1085: ' growth' | Latency: 7.65ms
Token 1086: '.

' | Latency: 7.16ms
Token 1087: 'In' | Latency: 7.14ms
Token 1088: ' summary' | Latency: 7.90ms
Token 1089: ',' | Latency: 7.68ms
Token 1090: ' Big' | Latency: 7.19ms
Token 1091: ' O' | Latency: 7.15ms
Token 1092: ' notation' | Latency: 7.87ms
Token 1093: ' is' | Latency: 7.69ms
Token 1094: ' essential' | Latency: 7.16ms
Token 1095: ' for' | Latency: 7.14ms
Token 1096: ' analyzing' | Latency: 7.93ms
Token 1097: ' algorithm' | Latency: 7.74ms
Token 1098: ' efficiency' | Latency: 7.20ms
Token 1099: ',' | Latency: 7.20ms
Token 1100: ' enabling' | Latency: 7.21ms
Token 1101: ' informed' | Latency: 7.14ms
Token 1102: ' decisions' | Latency: 7.21ms
Token 1103: ' on' | Latency: 7.17ms
Token 1104: ' scalability' | Latency: 7.93ms
Token 1105: ' and' | Latency: 7.61ms
Token 1106: ' resource' | Latency: 7.17ms
Token 1107: ' management' | Latency: 7.20ms
Token 1108: '.' | Latency: 7.84ms
Token 1109: ' It' | Latency: 7.71ms
Token 1110: ' plays' | Latency: 7.17ms
Token 1111: ' a' | Latency: 7.16ms
Token 1112: ' pivotal' | Latency: 7.95ms
Token 1113: ' role' | Latency: 7.66ms
Token 1114: ' in' | Latency: 7.14ms
Token 1115: ' developing' | Latency: 7.17ms
Token 1116: ' robust' | Latency: 7.95ms
Token 1117: ' and' | Latency: 7.60ms
Token 1118: ' efficient' | Latency: 7.75ms
Token 1119: ' software' | Latency: 7.10ms
Token 1120: ' solutions' | Latency: 7.19ms
Token 1121: '.' | Latency: 7.15ms

--- Summary ---
Total tokens: 1121
TTFT: 223.20ms
TPOT: 7.60ms
ITL Mean: 7.40ms
Throughput: 131.52 tok/s

============================================================
Request 5/5
Prompt: What is the purpose of a hash table data structure?
============================================================
Token 1: '<think>' | Latency: 225.29ms
Token 2: '
' | Latency: 7.96ms
Token 3: 'Okay' | Latency: 7.41ms
Token 4: ',' | Latency: 6.97ms
Token 5: ' so' | Latency: 7.56ms
Token 6: ' I' | Latency: 7.63ms
Token 7: ' need' | Latency: 6.99ms
Token 8: ' to' | Latency: 7.72ms
Token 9: ' figure' | Latency: 6.97ms
Token 10: ' out' | Latency: 7.08ms
Token 11: ' what' | Latency: 7.14ms
Token 12: ' the' | Latency: 7.18ms
Token 13: ' purpose' | Latency: 7.14ms
Token 14: ' of' | Latency: 7.18ms
Token 15: ' a' | Latency: 7.23ms
Token 16: ' hash' | Latency: 7.24ms
Token 17: ' table' | Latency: 7.19ms
Token 18: ' is' | Latency: 7.22ms
Token 19: '.' | Latency: 7.23ms
Token 20: ' Hmm' | Latency: 7.99ms
Token 21: ',' | Latency: 7.13ms
Token 22: ' from' | Latency: 7.23ms
Token 23: ' what' | Latency: 7.23ms
Token 24: ' I' | Latency: 7.21ms
Token 25: ' remember' | Latency: 7.19ms
Token 26: ' in' | Latency: 7.24ms
Token 27: ' my' | Latency: 7.10ms
Token 28: ' computer' | Latency: 7.10ms
Token 29: ' science' | Latency: 7.68ms
Token 30: ' class' | Latency: 7.08ms
Token 31: ',' | Latency: 7.10ms
Token 32: ' a' | Latency: 7.74ms
Token 33: ' hash' | Latency: 7.63ms
Token 34: ' table' | Latency: 7.05ms
Token 35: ' is' | Latency: 7.09ms
Token 36: ' some' | Latency: 7.74ms
Token 37: ' kind' | Latency: 7.07ms
Token 38: ' of' | Latency: 7.15ms
Token 39: ' data' | Latency: 7.19ms
Token 40: ' structure' | Latency: 7.80ms
Token 41: ' used' | Latency: 7.67ms
Token 42: ' for' | Latency: 7.09ms
Token 43: ' storing' | Latency: 7.13ms
Token 44: ' and' | Latency: 7.77ms
Token 45: ' retrieving' | Latency: 7.05ms
Token 46: ' data' | Latency: 7.14ms
Token 47: ' quickly' | Latency: 7.12ms
Token 48: '.' | Latency: 7.12ms
Token 49: ' But' | Latency: 7.14ms
Token 50: ' wait' | Latency: 7.16ms
Token 51: ',' | Latency: 7.74ms
Token 52: ' how' | Latency: 8.25ms
Token 53: ' exactly' | Latency: 8.07ms
Token 54: ' does' | Latency: 7.73ms
Token 55: ' it' | Latency: 7.73ms
Token 56: ' work' | Latency: 7.74ms
Token 57: '?

' | Latency: 6.99ms
Token 58: 'I' | Latency: 7.12ms
Token 59: ' think' | Latency: 7.36ms
Token 60: ' it' | Latency: 7.84ms
Token 61: ''s' | Latency: 7.79ms
Token 62: ' because' | Latency: 7.88ms
Token 63: ' you' | Latency: 7.23ms
Token 64: ' can' | Latency: 7.84ms
Token 65: ' put' | Latency: 7.82ms
Token 66: ' things' | Latency: 7.08ms
Token 67: ' into' | Latency: 7.82ms
Token 68: ' it' | Latency: 7.84ms
Token 69: ' really' | Latency: 7.01ms
Token 70: ' fast' | Latency: 7.15ms
Token 71: ',' | Latency: 7.93ms
Token 72: ' maybe' | Latency: 7.76ms
Token 73: ' even' | Latency: 6.99ms
Token 74: ' faster' | Latency: 7.13ms
Token 75: ' than' | Latency: 7.84ms
Token 76: ' other' | Latency: 7.82ms
Token 77: ' structures' | Latency: 7.04ms
Token 78: ' like' | Latency: 7.12ms
Token 79: ' arrays' | Latency: 7.85ms
Token 80: ' or' | Latency: 7.82ms
Token 81: ' linked' | Latency: 7.04ms
Token 82: ' lists' | Latency: 7.18ms
Token 83: '.' | Latency: 7.18ms
Token 84: ' So' | Latency: 7.22ms
Token 85: ' when' | Latency: 7.16ms
Token 86: ' do' | Latency: 7.23ms
Token 87: ' you' | Latency: 7.17ms
Token 88: ' use' | Latency: 7.21ms
Token 89: ' it' | Latency: 7.95ms
Token 90: '?' | Latency: 7.89ms
Token 91: ' Oh' | Latency: 7.79ms
Token 92: ' right' | Latency: 7.11ms
Token 93: ',' | Latency: 7.89ms
Token 94: ' when' | Latency: 7.85ms
Token 95: ' you' | Latency: 7.05ms
Token 96: ' need' | Latency: 7.15ms
Token 97: ' to' | Latency: 7.12ms
Token 98: ' look' | Latency: 7.14ms
Token 99: ' up' | Latency: 7.12ms
Token 100: ' something' | Latency: 7.16ms
Token 101: ' by' | Latency: 7.11ms
Token 102: ' a' | Latency: 7.24ms
Token 103: ' key' | Latency: 7.11ms
Token 104: ' instead' | Latency: 7.16ms
Token 105: ' of' | Latency: 7.20ms
Token 106: ' an' | Latency: 8.05ms
Token 107: ' index' | Latency: 7.91ms
Token 108: '.' | Latency: 7.82ms
Token 109: ' Like' | Latency: 7.23ms
Token 110: ' if' | Latency: 7.23ms
Token 111: ' I' | Latency: 7.24ms
Token 112: ' have' | Latency: 7.94ms
Token 113: ' a' | Latency: 7.83ms
Token 114: ' bunch' | Latency: 7.20ms
Token 115: ' of' | Latency: 7.18ms
Token 116: ' books' | Latency: 7.90ms
Token 117: ' and' | Latency: 7.07ms
Token 118: ' I' | Latency: 7.18ms
Token 119: ' want' | Latency: 7.36ms
Token 120: ' to' | Latency: 7.92ms
Token 121: ' find' | Latency: 7.09ms
Token 122: ' them' | Latency: 7.16ms
Token 123: ' quickly' | Latency: 7.87ms
Token 124: ' based' | Latency: 7.94ms
Token 125: ' on' | Latency: 7.88ms
Token 126: ' their' | Latency: 7.22ms
Token 127: ' titles' | Latency: 7.38ms
Token 128: ',' | Latency: 8.16ms
Token 129: ' using' | Latency: 7.78ms
Token 130: ' a' | Latency: 7.15ms
Token 131: ' hash' | Latency: 7.39ms
Token 132: ' table' | Latency: 8.24ms
Token 133: ' would' | Latency: 8.16ms
Token 134: ' make' | Latency: 7.84ms
Token 135: ' that' | Latency: 7.85ms
Token 136: ' efficient' | Latency: 8.05ms
Token 137: '.

' | Latency: 7.84ms
Token 138: 'Wait' | Latency: 7.80ms
Token 139: ',' | Latency: 7.08ms
Token 140: ' how' | Latency: 7.15ms
Token 141: ' does' | Latency: 7.13ms
Token 142: ' the' | Latency: 7.16ms
Token 143: ' actual' | Latency: 7.12ms
Token 144: ' lookup' | Latency: 7.18ms
Token 145: ' process' | Latency: 7.17ms
Token 146: ' work' | Latency: 7.22ms
Token 147: '?' | Latency: 7.39ms
Token 148: ' There' | Latency: 8.24ms
Token 149: ''s' | Latency: 7.79ms
Token 150: ' this' | Latency: 7.97ms
Token 151: ' thing' | Latency: 8.18ms
Token 152: ' called' | Latency: 7.91ms
Token 153: ' hashing' | Latency: 7.11ms
Token 154: '.' | Latency: 7.25ms
Token 155: ' So' | Latency: 7.42ms
Token 156: ' each' | Latency: 7.96ms
Token 157: ' item' | Latency: 7.82ms
Token 158: ' has' | Latency: 7.15ms
Token 159: ' a' | Latency: 7.36ms
Token 160: ' key' | Latency: 8.22ms
Token 161: ',' | Latency: 8.15ms
Token 162: ' right' | Latency: 7.83ms
Token 163: '?' | Latency: 8.20ms
Token 164: ' And' | Latency: 7.85ms
Token 165: ' when' | Latency: 7.03ms
Token 166: ' you' | Latency: 7.14ms
Token 167: ' put' | Latency: 7.35ms
Token 168: ' something' | Latency: 7.86ms
Token 169: ' in' | Latency: 7.19ms
Token 170: ',' | Latency: 7.17ms
Token 171: ' you' | Latency: 7.40ms
Token 172: ' use' | Latency: 8.26ms
Token 173: ' the' | Latency: 8.20ms
Token 174: ' key' | Latency: 7.86ms
Token 175: ' to' | Latency: 8.15ms
Token 176: ' compute' | Latency: 8.19ms
Token 177: ' an' | Latency: 7.79ms
Token 178: ' index' | Latency: 7.22ms
Token 179: ' into' | Latency: 7.15ms
Token 180: ' an' | Latency: 7.13ms
Token 181: ' array' | Latency: 7.14ms
Token 182: ' where' | Latency: 7.19ms
Token 183: ' it' | Latency: 7.35ms
Token 184: ' gets' | Latency: 7.91ms
Token 185: ' stored' | Latency: 7.89ms
Token 186: '.' | Latency: 7.21ms
Token 187: ' But' | Latency: 7.41ms
Token 188: ' how' | Latency: 8.26ms
Token 189: ' do' | Latency: 7.82ms
Token 190: ' you' | Latency: 7.82ms
Token 191: ' handle' | Latency: 8.12ms
Token 192: ' cases' | Latency: 7.78ms
Token 193: ' where' | Latency: 7.77ms
Token 194: ' two' | Latency: 7.10ms
Token 195: ' different' | Latency: 7.86ms
Token 196: ' keys' | Latency: 7.82ms
Token 197: ' result' | Latency: 7.76ms
Token 198: ' in' | Latency: 7.18ms
Token 199: ' the' | Latency: 7.08ms
Token 200: ' same' | Latency: 7.15ms
Token 201: ' index' | Latency: 7.14ms
Token 202: '?' | Latency: 7.17ms
Token 203: ' That' | Latency: 7.37ms
Token 204: ' must' | Latency: 8.27ms
Token 205: ' be' | Latency: 8.18ms
Token 206: ' where' | Latency: 7.88ms
Token 207: ' collision' | Latency: 7.72ms
Token 208: ' happens' | Latency: 7.08ms
Token 209: '.

' | Latency: 7.11ms
Token 210: 'So' | Latency: 7.16ms
Token 211: ' I' | Latency: 7.12ms
Token 212: ' guess' | Latency: 7.13ms
Token 213: ' there' | Latency: 7.13ms
Token 214: ''s' | Latency: 7.20ms
Token 215: ' something' | Latency: 7.16ms
Token 216: ' called' | Latency: 8.02ms
Token 217: ' a' | Latency: 7.81ms
Token 218: ' hash' | Latency: 7.78ms
Token 219: ' function' | Latency: 7.07ms
Token 220: ' that' | Latency: 8.27ms
Token 221: ' takes' | Latency: 7.73ms
Token 222: ' the' | Latency: 7.05ms
Token 223: ' key' | Latency: 7.07ms
Token 224: ' and' | Latency: 7.80ms
Token 225: ' turns' | Latency: 7.80ms
Token 226: ' it' | Latency: 7.09ms
Token 227: ' into' | Latency: 7.07ms
Token 228: ' a' | Latency: 7.86ms
Token 229: ' number' | Latency: 7.71ms
Token 230: ',' | Latency: 7.05ms
Token 231: ' which' | Latency: 7.09ms
Token 232: ' is' | Latency: 7.42ms
Token 233: ' then' | Latency: 7.77ms
Token 234: ' used' | Latency: 7.85ms
Token 235: ' as' | Latency: 7.69ms
Token 236: ' an' | Latency: 7.39ms
Token 237: ' index' | Latency: 8.23ms
Token 238: '.' | Latency: 7.87ms
Token 239: ' If' | Latency: 7.09ms
Token 240: ' the' | Latency: 7.24ms
Token 241: ' index' | Latency: 7.86ms
Token 242: ' isn' | Latency: 7.88ms
Token 243: ''t' | Latency: 7.09ms
Token 244: ' taken' | Latency: 8.50ms
Token 245: ' by' | Latency: 7.97ms
Token 246: ' another' | Latency: 7.22ms
Token 247: ' item' | Latency: 7.19ms
Token 248: ',' | Latency: 7.32ms
Token 249: ' perfect' | Latency: 7.93ms
Token 250: '.' | Latency: 8.00ms
Token 251: ' But' | Latency: 7.73ms
Token 252: ' if' | Latency: 8.09ms
Token 253: ' it' | Latency: 7.86ms
Token 254: ' is' | Latency: 7.91ms
Token 255: ',' | Latency: 7.08ms
Token 256: ' you' | Latency: 8.00ms
Token 257: ' have' | Latency: 7.82ms
Token 258: ' to' | Latency: 7.12ms
Token 259: ' handle' | Latency: 7.14ms
Token 260: ' the' | Latency: 7.99ms
Token 261: ' collision' | Latency: 7.81ms
Token 262: ' somehow' | Latency: 7.17ms
Token 263: '.' | Latency: 7.15ms
Token 264: ' Maybe' | Latency: 7.99ms
Token 265: ' linear' | Latency: 7.81ms
Token 266: ' probing' | Latency: 7.22ms
Token 267: ' or' | Latency: 7.18ms
Token 268: ' chaining' | Latency: 7.75ms
Token 269: '?' | Latency: 7.83ms
Token 270: ' Or' | Latency: 7.19ms
Token 271: ' quadratic' | Latency: 7.20ms
Token 272: ' probing' | Latency: 7.26ms
Token 273: '?

' | Latency: 7.23ms
Token 274: 'I' | Latency: 7.27ms
Token 275: ' think' | Latency: 7.25ms
Token 276: ' I' | Latency: 8.05ms
Token 277: ' heard' | Latency: 7.83ms
Token 278: ' about' | Latency: 7.17ms
Token 279: ' separate' | Latency: 7.18ms
Token 280: ' chaining' | Latency: 7.51ms
Token 281: ',' | Latency: 8.24ms
Token 282: ' where' | Latency: 7.92ms
Token 283: ' instead' | Latency: 7.84ms
Token 284: ' of' | Latency: 7.95ms
Token 285: ' trying' | Latency: 7.83ms
Token 286: ' different' | Latency: 7.84ms
Token 287: ' indexes' | Latency: 7.12ms
Token 288: ' when' | Latency: 7.26ms
Token 289: ' there' | Latency: 7.12ms
Token 290: ''s' | Latency: 7.21ms
Token 291: ' a' | Latency: 7.23ms
Token 292: ' collision' | Latency: 7.39ms
Token 293: ',' | Latency: 7.41ms
Token 294: ' you' | Latency: 7.24ms
Token 295: ' just' | Latency: 7.22ms
Token 296: ' store' | Latency: 7.28ms
Token 297: ' all' | Latency: 7.20ms
Token 298: ' the' | Latency: 7.26ms
Token 299: ' items' | Latency: 7.46ms
Token 300: ' that' | Latency: 8.06ms
Token 301: ' collide' | Latency: 7.80ms
Token 302: ' in' | Latency: 7.19ms
Token 303: ' a' | Latency: 7.26ms
Token 304: ' linked' | Latency: 7.27ms
Token 305: ' list' | Latency: 7.22ms
Token 306: ' attached' | Latency: 7.25ms
Token 307: ' to' | Latency: 7.22ms
Token 308: ' the' | Latency: 7.25ms
Token 309: ' array' | Latency: 7.24ms
Token 310: ' index' | Latency: 7.24ms
Token 311: '.' | Latency: 7.24ms
Token 312: ' So' | Latency: 7.32ms
Token 313: ' for' | Latency: 7.25ms
Token 314: ' look' | Latency: 7.32ms
Token 315: 'ups' | Latency: 7.25ms
Token 316: ',' | Latency: 7.30ms
Token 317: ' if' | Latency: 7.28ms
Token 318: ' two' | Latency: 7.99ms
Token 319: ' keys' | Latency: 7.42ms
Token 320: ' hash' | Latency: 7.31ms
Token 321: ' to' | Latency: 7.25ms
Token 322: ' the' | Latency: 7.32ms
Token 323: ' same' | Latency: 7.96ms
Token 324: ' spot' | Latency: 8.01ms
Token 325: ',' | Latency: 7.19ms
Token 326: ' you' | Latency: 7.33ms
Token 327: ' traverse' | Latency: 7.89ms
Token 328: ' the' | Latency: 7.60ms
Token 329: ' linked' | Latency: 7.21ms
Token 330: ' list' | Latency: 7.28ms
Token 331: ' until' | Latency: 7.91ms
Token 332: ' you' | Latency: 7.22ms
Token 333: ' find' | Latency: 7.20ms
Token 334: ' the' | Latency: 7.24ms
Token 335: ' item' | Latency: 7.23ms
Token 336: '.

' | Latency: 7.24ms
Token 337: 'But' | Latency: 7.21ms
Token 338: ' what' | Latency: 7.24ms
Token 339: ' happens' | Latency: 7.26ms
Token 340: ' when' | Latency: 7.25ms
Token 341: ' the' | Latency: 7.24ms
Token 342: ' table' | Latency: 7.29ms
Token 343: ' gets' | Latency: 7.25ms
Token 344: ' too' | Latency: 7.29ms
Token 345: ' full' | Latency: 7.23ms
Token 346: '?' | Latency: 7.31ms
Token 347: ' Then' | Latency: 7.26ms
Token 348: ' collisions' | Latency: 7.29ms
Token 349: ' increase' | Latency: 7.26ms
Token 350: ',' | Latency: 7.30ms
Token 351: ' and' | Latency: 7.24ms
Token 352: ' the' | Latency: 7.29ms
Token 353: ' lookup' | Latency: 7.27ms
Token 354: ' time' | Latency: 7.31ms
Token 355: ' slows' | Latency: 7.24ms
Token 356: ' down' | Latency: 7.34ms
Token 357: ' because' | Latency: 7.97ms
Token 358: ' you' | Latency: 7.38ms
Token 359: ' have' | Latency: 7.25ms
Token 360: ' longer' | Latency: 7.27ms
Token 361: ' lists' | Latency: 7.22ms
Token 362: ' to' | Latency: 7.27ms
Token 363: ' search' | Latency: 7.22ms
Token 364: ' through' | Latency: 7.25ms
Token 365: '.' | Latency: 7.23ms
Token 366: ' That' | Latency: 7.29ms
Token 367: ''s' | Latency: 7.26ms
Token 368: ' probably' | Latency: 7.30ms
Token 369: ' why' | Latency: 7.25ms
Token 370: ' hash' | Latency: 7.29ms
Token 371: ' tables' | Latency: 7.25ms
Token 372: ' aren' | Latency: 7.32ms
Token 373: ''t' | Latency: 7.26ms
Token 374: ' used' | Latency: 7.32ms
Token 375: ' everywhere' | Latency: 7.24ms
Token 376: '—' | Latency: 7.32ms
Token 377: 'because' | Latency: 7.27ms
Token 378: ' they' | Latency: 7.31ms
Token 379: ' can' | Latency: 7.29ms
Token 380: ' degrade' | Latency: 7.31ms
Token 381: ' in' | Latency: 7.29ms
Token 382: ' performance' | Latency: 7.31ms
Token 383: ' if' | Latency: 7.27ms
Token 384: ' not' | Latency: 8.03ms
Token 385: ' managed' | Latency: 7.93ms
Token 386: ' well' | Latency: 7.22ms
Token 387: '.

' | Latency: 7.27ms
Token 388: 'So' | Latency: 7.27ms
Token 389: ' the' | Latency: 7.23ms
Token 390: ' main' | Latency: 7.27ms
Token 391: ' purpose' | Latency: 7.27ms
Token 392: ' is' | Latency: 7.98ms
Token 393: ' fast' | Latency: 7.18ms
Token 394: ' insertion' | Latency: 7.14ms
Token 395: ',' | Latency: 7.09ms
Token 396: ' deletion' | Latency: 7.16ms
Token 397: ',' | Latency: 7.07ms
Token 398: ' and' | Latency: 7.15ms
Token 399: ' lookup' | Latency: 7.53ms
Token 400: ' operations' | Latency: 7.23ms
Token 401: '.' | Latency: 7.67ms
Token 402: ' The' | Latency: 7.73ms
Token 403: ' average' | Latency: 7.05ms
Token 404: ' time' | Latency: 7.10ms
Token 405: ' complexity' | Latency: 7.12ms
Token 406: ' for' | Latency: 7.79ms
Token 407: ' these' | Latency: 7.01ms
Token 408: ' operations' | Latency: 7.11ms
Token 409: ' is' | Latency: 7.14ms
Token 410: ' O' | Latency: 7.75ms
Token 411: '(' | Latency: 7.05ms
Token 412: '1' | Latency: 7.16ms
Token 413: '),' | Latency: 7.12ms
Token 414: ' which' | Latency: 7.55ms
Token 415: ' makes' | Latency: 7.64ms
Token 416: ' them' | Latency: 7.19ms
Token 417: ' very' | Latency: 7.11ms
Token 418: ' efficient' | Latency: 7.37ms
Token 419: ' compared' | Latency: 7.80ms
Token 420: ' to' | Latency: 7.72ms
